,NCTId,BaselineMeasureParamType
2954,NCT03408483,Mean
7820,NCT01352637,Mean
1357,NCT02979613,Mean
5885,NCT01988402,Mean
7848,NCT02131272,Mean
1358,NCT01857973,Mean
4772,NCT00624585,Mean
7848,NCT02131272,Mean
1359,NCT02867059,Mean
7848,NCT02131272,Mean
7850,NCT01421303,Mean
1359,NCT02867059,Mean
1360,NCT00191282,Mean
7830,NCT00415168,Mean
1337,NCT01916629,Mean
3729,NCT02191137,Mean
1336,NCT01992185,Mean
1357,NCT02979613,Mean
7833,NCT01775995,Mean
7845,NCT02143648,Mean
1357,NCT02979613,Mean
1353,NCT00673465,Mean
1351,NCT00505414,Mean
1353,NCT00673465,Mean
7844,NCT02229851,Mean
4782,NCT03333876,Mean
3188,NCT01088438,Mean
7836,NCT02143973,Mean
3727,NCT00528606,Mean
7833,NCT01775995,Mean
7833,NCT01775995,Mean
7833,NCT01775995,Mean
1349,NCT01992172,Mean
1357,NCT02979613,Mean
1348,NCT00001723,Mean
7851,NCT00956631,Mean
7828,NCT01374906,Mean
7827,NCT02607865,Mean
3729,NCT02191137,Mean
1325,NCT00662012,Mean
3729,NCT02191137,Mean
1381,NCT01240902,Mean
3714,NCT00294723,Mean
7855,NCT00773734,Mean
1381,NCT01240902,Mean
1381,NCT01240902,Mean
7823,NCT01085136,Mean
1381,NCT01240902,Mean
3714,NCT00294723,Mean
7855,NCT00773734,Mean
3714,NCT00294723,Mean
7820,NCT01352637,Mean
7856,NCT02386098,Mean
3729,NCT02191137,Mean
3729,NCT02191137,Mean
3729,NCT02191137,Mean
3729,NCT02191137,Mean
7852,NCT01313208,Mean
4782,NCT03333876,Mean
7827,NCT02607865,Mean
3719,NCT00528840,Mean
4782,NCT03333876,Mean
4786,NCT02023151,Mean
7824,NCT01299272,Mean
5889,NCT01477710,Mean
1373,NCT00414011,Mean
1330,NCT00490841,Mean
7852,NCT01313208,Mean
1325,NCT00662012,Mean
1325,NCT00662012,Mean
1376,NCT00299741,Mean
7797,NCT00198822,Mean
7918,NCT01256294,Mean
1427,NCT00584805,Mean
1199,NCT00444457,Mean
1190,NCT01157897,Mean
1455,NCT01342029,Mean
7761,NCT02870205,Mean
5894,NCT02253654,Mean
1456,NCT03400475,Mean
7745,NCT00858988,Mean
5869,NCT01829997,Mean
4821,NCT00223990,Mean
1188,NCT01333488,Mean
7743,NCT02127281,Mean
4821,NCT00223990,Mean
3700,NCT00729937,Mean
7743,NCT02127281,Mean
3777,NCT00486018,Mean
1460,NCT02984943,Mean
5891,NCT00811954,Mean
7764,NCT01138917,Mean
3776,NCT00087529,Mean
3773,NCT00454779,Mean
1452,NCT00997503,Mean
1452,NCT00997503,Mean
1196,NCT00996164,Mean
4653,NCT01786109,Mean
1452,NCT00997503,Mean
4644,NCT02601625,Mean
7974,NCT01641809,Mean
1452,NCT00997503,Mean
1191,NCT01498640,Mean
3186,NCT01618162,Mean
1452,NCT00997503,Mean
1452,NCT00997503,Mean
1452,NCT00997503,Mean
4642,NCT01084239,Mean
7739,NCT00470158,Mean
1461,NCT02009930,Mean
1179,NCT01769456,Mean
1475,NCT00290147,Mean
3186,NCT01618162,Mean
4821,NCT00223990,Mean
3780,NCT00094055,Mean
1473,NCT02140762,Mean
1179,NCT01769456,Mean
4821,NCT00223990,Mean
7699,NCT02721147,Mean
1179,NCT01769456,Mean
5865,NCT03157531,Mean
5604,NCT00401414,Mean
3684,NCT00684021,Mean
1476,NCT02285777,Mean
7698,NCT00399529,Mean
5865,NCT03157531,Mean
7706,NCT01746264,Mean
3198,NCT01005732,Mean
4821,NCT00223990,Mean
1179,NCT01769456,Mean
7713,NCT01569191,Mean
5896,NCT01845636,Mean
4821,NCT00223990,Mean
1464,NCT00805948,Mean
3778,NCT00485836,Mean
1179,NCT01769456,Mean
4821,NCT00223990,Mean
1179,NCT01769456,Mean
7711,NCT02843178,Mean
1467,NCT01093885,Mean
5896,NCT01845636,Mean
4821,NCT00223990,Mean
1467,NCT01093885,Mean
7707,NCT03198754,Mean
3186,NCT01618162,Mean
1200,NCT01234103,Mean
5885,NCT01988402,Mean
4653,NCT01786109,Mean
7789,NCT02599961,Mean
7789,NCT02599961,Mean
3710,NCT00312845,Mean
1440,NCT02204176,Mean
2949,NCT02151877,Mean
4821,NCT00223990,Mean
1440,NCT02204176,Mean
1440,NCT02204176,Mean
1440,NCT02204176,Mean
1440,NCT02204176,Mean
1440,NCT02204176,Mean
2948,NCT01713530,Mean
7789,NCT02599961,Mean
4821,NCT00223990,Mean
2948,NCT01713530,Mean
7789,NCT02599961,Mean
7789,NCT02599961,Mean
7789,NCT02599961,Mean
7924,NCT02615470,Mean
7793,NCT02963922,Mean
7924,NCT02615470,Mean
7924,NCT02615470,Mean
7924,NCT02615470,Mean
7924,NCT02615470,Mean
7793,NCT02963922,Mean
3712,NCT01272232,Mean
4704,NCT02244957,Mean
3187,NCT01553318,Mean
5891,NCT00811954,Mean
4821,NCT00223990,Mean
7790,NCT01770743,Mean
5881,NCT02844543,Mean
7789,NCT02599961,Mean
1444,NCT00809445,Mean
5891,NCT00811954,Mean
3187,NCT01553318,Mean
3765,NCT01338506,Mean
4659,NCT02267317,Mean
1213,NCT03310580,Mean
4659,NCT02267317,Mean
1212,NCT00373958,Mean
4659,NCT02267317,Mean
7946,NCT01376349,Mean
7949,NCT00489411,Mean
7937,NCT00041119,Mean
5870,NCT01105091,Mean
7951,NCT00531817,Mean
3187,NCT01553318,Mean
1200,NCT01234103,Mean
4659,NCT02267317,Mean
7961,NCT00689728,Mean
7938,NCT00869206,Mean
1452,NCT00997503,Mean
7782,NCT03698279,Mean
1235,NCT00723008,Mean
1241,NCT00558701,Mean
5873,NCT01435512,Mean
4673,NCT01107379,Mean
4821,NCT00223990,Mean
7774,NCT00727506,Mean
3703,NCT00395876,Mean
1449,NCT00642603,Mean
7932,NCT01316055,Mean
2948,NCT01713530,Mean
4672,NCT00486811,Mean
3702,NCT01980485,Mean
1452,NCT00997503,Mean
4821,NCT00223990,Mean
7931,NCT00053898,Mean
4533,NCT02972515,Mean
4533,NCT02972515,Mean
1669,NCT04047121,Mean
8333,NCT01928719,Mean
3169,NCT00711490,Mean
3533,NCT01965756,Mean
7177,NCT00990106,Mean
3222,NCT01775865,Mean
5059,NCT00356200,Mean
7174,NCT02877732,Mean
6058,NCT02318979,Mean
3533,NCT01965756,Mean
5808,NCT02249182,Mean
6058,NCT02318979,Mean
7171,NCT02195427,Mean
6061,NCT02240329,Mean
7170,NCT01508130,Mean
4430,NCT02930226,Mean
8333,NCT01928719,Mean
3533,NCT01965756,Mean
3533,NCT01965756,Mean
7227,NCT00860951,Mean
5047,NCT01500083,Mean
2864,NCT00736190,Mean
5043,NCT00901459,Mean
8332,NCT01928758,Mean
1925,NCT00703508,Mean
8332,NCT01928758,Mean
1925,NCT00703508,Mean
6058,NCT02318979,Mean
8333,NCT01928719,Mean
8332,NCT01928758,Mean
7233,NCT01524133,Mean
2863,NCT00440232,Mean
5562,NCT01611194,Mean
7228,NCT01147900,Mean
7228,NCT01147900,Mean
7167,NCT02153346,Mean
1954,NCT00714168,Mean
7296,NCT03767894,Mean
7167,NCT02153346,Mean
8353,NCT00704912,Mean
1969,NCT00929071,Mean
7160,NCT02638051,Mean
8353,NCT00704912,Mean
8356,NCT02482935,Mean
3915,NCT00972283,Mean
3915,NCT00972283,Mean
3529,NCT01588158,Mean
8360,NCT00074802,Mean
1974,NCT00790803,Mean
4413,NCT02551666,Mean
8360,NCT00074802,Mean
8360,NCT00074802,Mean
7131,NCT02330081,Mean
7131,NCT02330081,Mean
4430,NCT02930226,Mean
8353,NCT00704912,Mean
5664,NCT01744782,Mean
1959,NCT02748889,Mean
8333,NCT01928719,Mean
7167,NCT02153346,Mean
7167,NCT02153346,Mean
7167,NCT02153346,Mean
7167,NCT02153346,Mean
8333,NCT01928719,Mean
4430,NCT02930226,Mean
8351,NCT01306201,Mean
8349,NCT01435616,Mean
4430,NCT02930226,Mean
7167,NCT02153346,Mean
3909,NCT00384397,Mean
7160,NCT02638051,Mean
7160,NCT02638051,Mean
8332,NCT01928758,Mean
7241,NCT01024569,Mean
8332,NCT01928758,Mean
8332,NCT01928758,Mean
7285,NCT03227861,Mean
7262,NCT01412866,Mean
4998,NCT01874951,Mean
4998,NCT01874951,Mean
1899,NCT03118297,Mean
7262,NCT01412866,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
1899,NCT03118297,Mean
3896,NCT00523978,Mean
8304,NCT00380068,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
1902,NCT02579057,Mean
7258,NCT02010684,Mean
1894,NCT01339390,Mean
4437,NCT01877421,Mean
4998,NCT01874951,Mean
8296,NCT00529308,Mean
8132,NCT03599193,Mean
3884,NCT00491738,Mean
8292,NCT01709110,Mean
4440,NCT01666652,Mean
8292,NCT01709110,Mean
4438,NCT01846104,Mean
1890,NCT00366301,Mean
1894,NCT01339390,Mean
2864,NCT00736190,Mean
2864,NCT00736190,Mean
7292,NCT01529034,Mean
5818,NCT01272284,Mean
4998,NCT01874951,Mean
4998,NCT01874951,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
1902,NCT02579057,Mean
1912,NCT02052544,Mean
8330,NCT00767806,Mean
3548,NCT02158884,Mean
7246,NCT01750268,Mean
8330,NCT00767806,Mean
8330,NCT00767806,Mean
2864,NCT00736190,Mean
3548,NCT02158884,Mean
8330,NCT00767806,Mean
8332,NCT01928758,Mean
3902,NCT02213198,Mean
5026,NCT02233517,Mean
5659,NCT01836445,Mean
8332,NCT01928758,Mean
8332,NCT01928758,Mean
8330,NCT00767806,Mean
1909,NCT01149759,Mean
1902,NCT02579057,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
7258,NCT02010684,Mean
8325,NCT00760474,Mean
1907,NCT01591655,Mean
8329,NCT00418314,Mean
1908,NCT00118898,Mean
5019,NCT00324675,Mean
8330,NCT00767806,Mean
3171,NCT00654615,Mean
8330,NCT00767806,Mean
1908,NCT00118898,Mean
8330,NCT00767806,Mean
8330,NCT00767806,Mean
8360,NCT00074802,Mean
6067,NCT02025179,Mean
5076,NCT01001221,Mean
8408,NCT01324999,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
2027,NCT02741284,Mean
8421,NCT00553319,Mean
8425,NCT01495858,Mean
5128,NCT01395784,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
6077,NCT01828983,Mean
2034,NCT00954681,Mean
3928,NCT00617851,Mean
5129,NCT01341587,Mean
3501,NCT01230021,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
7040,NCT01884545,Mean
5110,NCT01280968,Mean
8408,NCT01324999,Mean
8408,NCT01324999,Mean
8421,NCT00553319,Mean
2848,NCT02030600,Mean
5110,NCT01280968,Mean
2027,NCT02741284,Mean
4392,NCT02344576,Mean
7040,NCT01884545,Mean
2027,NCT02741284,Mean
2027,NCT02741284,Mean
5110,NCT01280968,Mean
6072,NCT01943825,Mean
6075,NCT01847469,Mean
7041,NCT01294150,Mean
8427,NCT01280591,Mean
7839,NCT00827112,Mean
7035,NCT00409786,Mean
3229,NCT00395304,Mean
3940,NCT02932878,Mean
4369,NCT02230566,Mean
5560,NCT01157117,Mean
2053,NCT01050205,Mean
7027,NCT01500434,Mean
5679,NCT00722761,Mean
7026,NCT03237013,Mean
8469,NCT00760383,Mean
2056,NCT00916539,Mean
7026,NCT03237013,Mean
3940,NCT02932878,Mean
7026,NCT03237013,Mean
7026,NCT03237013,Mean
7026,NCT03237013,Mean
3164,NCT01661686,Mean
3939,NCT00157755,Mean
8433,NCT01552213,Mean
7027,NCT01500434,Mean
5562,NCT01611194,Mean
7032,NCT01747811,Mean
5150,NCT02172040,Mean
3929,NCT00418938,Mean
8454,NCT01001429,Mean
5779,NCT00721149,Mean
7027,NCT01500434,Mean
4387,NCT01811316,Mean
4392,NCT02344576,Mean
4390,NCT01296698,Mean
8467,NCT01582451,Mean
5777,NCT00273910,Mean
7027,NCT01500434,Mean
3164,NCT01661686,Mean
2023,NCT02161458,Mean
8408,NCT01324999,Mean
7131,NCT02330081,Mean
7060,NCT01121250,Mean
7109,NCT00349622,Mean
1991,NCT00819013,Mean
5794,NCT01378065,Mean
7107,NCT00134784,Mean
3523,NCT00280826,Mean
5794,NCT01378065,Mean
1995,NCT03311646,Mean
4412,NCT02546388,Mean
7081,NCT00367770,Mean
3926,NCT00453362,Mean
8389,NCT01422135,Mean
5076,NCT01001221,Mean
1995,NCT03311646,Mean
1995,NCT03311646,Mean
1995,NCT03311646,Mean
8386,NCT01537887,Mean
3922,NCT00926796,Mean
8381,NCT00938782,Mean
7109,NCT00349622,Mean
5562,NCT01611194,Mean
1983,NCT02056652,Mean
8360,NCT00074802,Mean
5076,NCT01001221,Mean
1984,NCT01999322,Mean
8360,NCT00074802,Mean
7109,NCT00349622,Mean
4413,NCT02551666,Mean
8360,NCT00074802,Mean
8364,NCT04474405,Mean
1987,NCT00599014,Mean
5794,NCT01378065,Mean
5794,NCT01378065,Mean
1988,NCT01532986,Mean
1995,NCT03311646,Mean
1995,NCT03311646,Mean
5562,NCT01611194,Mean
3515,NCT01491607,Mean
8408,NCT01324999,Mean
4392,NCT02344576,Mean
7069,NCT00393874,Mean
8408,NCT01324999,Mean
7066,NCT00633009,Mean
6069,NCT02019927,Mean
8408,NCT01324999,Mean
4392,NCT02344576,Mean
3226,NCT01233050,Mean
8408,NCT01324999,Mean
2848,NCT02030600,Mean
2019,NCT01699022,Mean
2848,NCT02030600,Mean
8408,NCT01324999,Mean
2011,NCT02500836,Mean
7071,NCT01912287,Mean
8390,NCT00496483,Mean
5090,NCT00313144,Mean
8397,NCT02037568,Mean
3517,NCT00982228,Mean
3517,NCT00982228,Mean
7079,NCT00955201,Mean
3927,NCT03354663,Mean
8397,NCT02037568,Mean
3517,NCT00982228,Mean
8403,NCT00458211,Mean
2005,NCT01750294,Mean
7072,NCT01199380,Mean
5679,NCT00722761,Mean
2005,NCT01750294,Mean
3516,NCT00396253,Mean
4395,NCT01040832,Mean
4998,NCT01874951,Mean
8287,NCT00605189,Mean
8280,NCT01910402,Mean
4862,NCT01578499,Mean
7388,NCT01554891,Mean
5956,NCT02253147,Mean
7385,NCT00048932,Mean
3021,NCT01097785,Mean
4890,NCT01390649,Mean
7382,NCT00970944,Mean
5594,NCT02600819,Mean
4493,NCT02037555,Mean
8185,NCT02266576,Mean
3174,NCT01309828,Mean
5573,NCT01034579,Mean
4892,NCT01625910,Mean
1745,NCT01569841,Mean
7379,NCT02504931,Mean
1745,NCT01569841,Mean
8182,NCT02422940,Mean
5836,NCT02081391,Mean
7390,NCT00130208,Mean
8168,NCT01958437,Mean
7402,NCT00795821,Mean
4508,NCT01169259,Mean
8165,NCT00320749,Mean
5836,NCT02081391,Mean
5953,NCT01537081,Mean
1725,NCT01473953,Mean
1726,NCT01198587,Mean
5954,NCT00506389,Mean
7394,NCT01121406,Mean
5836,NCT02081391,Mean
3843,NCT03500159,Mean
4505,NCT00202878,Mean
3603,NCT00727636,Mean
3021,NCT01097785,Mean
1745,NCT01569841,Mean
8185,NCT02266576,Mean
3851,NCT00094094,Mean
1758,NCT01691378,Mean
1755,NCT00620282,Mean
1755,NCT00620282,Mean
1755,NCT00620282,Mean
8187,NCT02025439,Mean
3590,NCT00773279,Mean
8210,NCT00271739,Mean
5568,NCT01992874,Mean
1755,NCT00620282,Mean
7370,NCT02123251,Mean
8211,NCT01882439,Mean
4907,NCT01721473,Mean
1758,NCT01691378,Mean
1758,NCT01691378,Mean
4991,NCT01174173,Mean
1755,NCT00620282,Mean
1755,NCT00620282,Mean
4893,NCT02609308,Mean
1755,NCT00620282,Mean
7376,NCT00756600,Mean
3594,NCT02026297,Mean
8186,NCT01343056,Mean
5957,NCT02267187,Mean
7373,NCT01170546,Mean
5836,NCT02081391,Mean
4893,NCT02609308,Mean
1755,NCT00620282,Mean
4893,NCT02609308,Mean
4905,NCT01803464,Mean
1755,NCT00620282,Mean
4483,NCT03054103,Mean
1755,NCT00620282,Mean
1755,NCT00620282,Mean
8160,NCT01401023,Mean
4860,NCT00317473,Mean
5965,NCT01078909,Mean
4860,NCT00317473,Mean
1680,NCT00973674,Mean
7431,NCT02706873,Mean
8136,NCT02566317,Mean
7431,NCT02706873,Mean
7431,NCT02706873,Mean
7431,NCT02706873,Mean
7431,NCT02706873,Mean
3013,NCT01326026,Mean
4834,NCT01881828,Mean
4834,NCT01881828,Mean
5941,NCT00633087,Mean
4533,NCT02972515,Mean
7431,NCT02706873,Mean
7428,NCT02216812,Mean
8138,NCT01184755,Mean
7431,NCT02706873,Mean
7431,NCT02706873,Mean
7431,NCT02706873,Mean
3629,NCT00396318,Mean
7437,NCT00823212,Mean
7434,NCT01628718,Mean
7434,NCT01628718,Mean
1669,NCT04047121,Mean
1669,NCT04047121,Mean
1006,NCT02876575,Mean
3013,NCT01326026,Mean
7431,NCT02706873,Mean
7434,NCT01628718,Mean
4834,NCT01881828,Mean
1673,NCT01381016,Mean
3628,NCT00733096,Mean
7432,NCT01750684,Mean
7431,NCT02706873,Mean
3831,NCT00325754,Mean
8142,NCT02853435,Mean
3013,NCT01326026,Mean
4860,NCT00317473,Mean
3837,NCT01814722,Mean
8155,NCT00389493,Mean
4514,NCT00396162,Mean
3174,NCT01309828,Mean
3174,NCT01309828,Mean
4860,NCT00317473,Mean
5836,NCT02081391,Mean
7417,NCT01426555,Mean
8157,NCT03353922,Mean
3840,NCT02750930,Mean
3615,NCT02239328,Mean
4860,NCT00317473,Mean
4860,NCT00317473,Mean
4860,NCT00317473,Mean
5952,NCT00480779,Mean
4860,NCT00317473,Mean
8144,NCT02140775,Mean
5943,NCT01673828,Mean
3831,NCT00325754,Mean
3831,NCT00325754,Mean
3831,NCT00325754,Mean
8144,NCT02140775,Mean
3831,NCT00325754,Mean
4852,NCT03277846,Mean
3831,NCT00325754,Mean
7420,NCT00201006,Mean
7428,NCT02216812,Mean
1698,NCT02742532,Mean
7420,NCT00201006,Mean
8145,NCT01141049,Mean
1698,NCT02742532,Mean
4514,NCT00396162,Mean
3590,NCT00773279,Mean
1758,NCT01691378,Mean
7362,NCT02237196,Mean
7326,NCT01556581,Mean
8235,NCT00676793,Mean
3573,NCT01045707,Mean
3868,NCT01904604,Mean
3030,NCT02239770,Mean
8240,NCT01658228,Mean
3868,NCT01904604,Mean
3868,NCT01904604,Mean
1838,NCT00350337,Mean
8247,NCT02688192,Mean
3868,NCT01904604,Mean
3215,NCT02261974,Mean
3868,NCT01904604,Mean
3868,NCT01904604,Mean
3870,NCT01486264,Mean
5659,NCT01836445,Mean
3573,NCT01045707,Mean
3215,NCT02261974,Mean
2878,NCT01676116,Mean
4455,NCT00415051,Mean
1817,NCT03301298,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
3174,NCT01309828,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
3575,NCT00846573,Mean
6049,NCT02605876,Mean
7334,NCT02734238,Mean
8255,NCT01100268,Mean
3573,NCT01045707,Mean
8256,NCT02717754,Mean
3030,NCT02239770,Mean
8261,NCT03223337,Mean
7317,NCT00822692,Mean
4991,NCT01174173,Mean
3569,NCT00847288,Mean
2866,NCT01106456,Mean
3030,NCT02239770,Mean
3877,NCT02173379,Mean
7306,NCT01683409,Mean
1873,NCT01591408,Mean
3174,NCT01309828,Mean
3033,NCT03058692,Mean
7305,NCT01670825,Mean
4991,NCT01174173,Mean
3565,NCT01566500,Mean
4991,NCT01174173,Mean
4451,NCT00884377,Mean
7322,NCT01208870,Mean
3569,NCT00847288,Mean
3030,NCT02239770,Mean
3215,NCT02261974,Mean
6054,NCT02378025,Mean
3030,NCT02239770,Mean
8259,NCT00514449,Mean
3215,NCT02261974,Mean
3569,NCT00847288,Mean
7322,NCT01208870,Mean
3569,NCT00847288,Mean
7322,NCT01208870,Mean
1857,NCT01268189,Mean
7322,NCT01208870,Mean
1857,NCT01268189,Mean
7322,NCT01208870,Mean
3569,NCT00847288,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
5968,NCT02367521,Mean
3858,NCT02595073,Mean
4458,NCT00292942,Mean
1776,NCT00531661,Mean
8232,NCT01811940,Mean
4458,NCT00292942,Mean
4964,NCT00672204,Mean
3174,NCT01309828,Mean
3858,NCT02595073,Mean
7358,NCT01996254,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
4458,NCT00292942,Mean
8228,NCT00879996,Mean
7347,NCT02877680,Mean
3215,NCT02261974,Mean
8212,NCT01297062,Mean
3174,NCT01309828,Mean
2878,NCT01676116,Mean
8212,NCT01297062,Mean
3587,NCT00486902,Mean
2878,NCT01676116,Mean
3586,NCT00396032,Mean
3858,NCT02595073,Mean
8215,NCT02147613,Mean
3858,NCT02595073,Mean
3027,NCT00682617,Mean
8227,NCT02257099,Mean
2878,NCT01676116,Mean
4460,NCT00248833,Mean
7334,NCT02734238,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
1808,NCT01520038,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
8234,NCT00176462,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7334,NCT02734238,Mean
7338,NCT03026556,Mean
5566,NCT00473642,Mean
5968,NCT02367521,Mean
4971,NCT02694978,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
7347,NCT02877680,Mean
3581,NCT01162122,Mean
7341,NCT01996826,Mean
4821,NCT00223990,Mean
7347,NCT02877680,Mean
4458,NCT00292942,Mean
4973,NCT02800642,Mean
3215,NCT02261974,Mean
1799,NCT00995410,Mean
68,NCT01154296,Least Squares Mean
68,NCT01154296,Least Squares Mean
68,NCT01154296,Least Squares Mean
68,NCT01154296,Least Squares Mean
5696,NCT02994108,Geometric Mean
6699,NCT02816346,Geometric Mean
4062,NCT02230332,Geometric Mean
5865,NCT03157531,Count of Units
1346,NCT01278862,Count of Units
1346,NCT01278862,Count of Units
4829,NCT02698371,Count of Units
4829,NCT02698371,Count of Units
4829,NCT02698371,Count of Units
4829,NCT02698371,Count of Units
4829,NCT02698371,Count of Units
4829,NCT02698371,Count of Units
7924,NCT02615470,Count of Units
4829,NCT02698371,Count of Units
5865,NCT03157531,Count of Units
4533,NCT02972515,Count of Participants
4533,NCT02972515,Count of Participants
5496,NCT01528878,Count of Participants
4521,NCT01768325,Count of Participants
4521,NCT01768325,Count of Participants
4516,NCT00527722,Count of Participants
4514,NCT00396162,Count of Participants
4514,NCT00396162,Count of Participants
4508,NCT01169259,Count of Participants
4508,NCT01169259,Count of Participants
4508,NCT01169259,Count of Participants
4533,NCT02972515,Count of Participants
5658,NCT01365819,Count of Participants
4533,NCT02972515,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
5630,NCT01410084,Count of Participants
4543,NCT01864564,Count of Participants
5630,NCT01410084,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4505,NCT00202878,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4543,NCT01864564,Count of Participants
4542,NCT00333229,Count of Participants
5646,NCT01145209,Count of Participants
5646,NCT01145209,Count of Participants
5646,NCT01145209,Count of Participants
5646,NCT01145209,Count of Participants
5658,NCT01365819,Count of Participants
4508,NCT01169259,Count of Participants
4493,NCT02037555,Count of Participants
4493,NCT02037555,Count of Participants
4493,NCT02037555,Count of Participants
4453,NCT00678652,Count of Participants
4453,NCT00678652,Count of Participants
4453,NCT00678652,Count of Participants
4453,NCT00678652,Count of Participants
4451,NCT00884377,Count of Participants
4451,NCT00884377,Count of Participants
4450,NCT00984256,Count of Participants
4450,NCT00984256,Count of Participants
4449,NCT01140191,Count of Participants
4449,NCT01140191,Count of Participants
4449,NCT01140191,Count of Participants
4442,NCT01644565,Count of Participants
4442,NCT01644565,Count of Participants
4440,NCT01666652,Count of Participants
4440,NCT01666652,Count of Participants
4438,NCT01846104,Count of Participants
4438,NCT01846104,Count of Participants
4454,NCT00657917,Count of Participants
4454,NCT00657917,Count of Participants
4454,NCT00657917,Count of Participants
4477,NCT00716456,Count of Participants
4554,NCT01684722,Count of Participants
4493,NCT02037555,Count of Participants
4492,NCT02140788,Count of Participants
4492,NCT02140788,Count of Participants
4483,NCT03054103,Count of Participants
4483,NCT03054103,Count of Participants
4483,NCT03054103,Count of Participants
4477,NCT00716456,Count of Participants
4455,NCT00415051,Count of Participants
4460,NCT00248833,Count of Participants
4460,NCT00248833,Count of Participants
4458,NCT00292942,Count of Participants
4458,NCT00292942,Count of Participants
4458,NCT00292942,Count of Participants
4455,NCT00415051,Count of Participants
4455,NCT00415051,Count of Participants
4552,NCT00364182,Count of Participants
4591,NCT01001325,Count of Participants
4554,NCT01684722,Count of Participants
4821,NCT00223990,Count of Participants
5614,NCT01591733,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
5614,NCT01591733,Count of Participants
5614,NCT01591733,Count of Participants
5614,NCT01591733,Count of Participants
4821,NCT00223990,Count of Participants
4787,NCT00858403,Count of Participants
4780,NCT02278237,Count of Participants
5614,NCT01591733,Count of Participants
4786,NCT02023151,Count of Participants
4786,NCT02023151,Count of Participants
4782,NCT03333876,Count of Participants
4782,NCT03333876,Count of Participants
4782,NCT03333876,Count of Participants
4782,NCT03333876,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
5604,NCT00401414,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
5614,NCT01591733,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4821,NCT00223990,Count of Participants
4780,NCT02278237,Count of Participants
4772,NCT00624585,Count of Participants
5630,NCT01410084,Count of Participants
4631,NCT01700517,Count of Participants
4659,NCT02267317,Count of Participants
4653,NCT01786109,Count of Participants
4642,NCT01084239,Count of Participants
