,NCTId,StudyType
3369,NCT02213068,Interventional
3368,NCT00112047,Interventional
3367,NCT00811057,Interventional
3366,NCT03519074,Interventional
3365,NCT00319839,Interventional
3364,NCT01864057,Interventional
3363,NCT00005112,Interventional
3362,NCT00459992,Interventional
3361,NCT00319332,Interventional
3360,NCT00454948,Interventional
3359,NCT03736603,Interventional
3356,NCT01917812,Interventional
3339,NCT01578317,Interventional
3354,NCT00918996,Interventional
3353,NCT04022434,Interventional
3351,NCT00394329,Interventional
3350,NCT01096771,Interventional
3349,NCT01620489,Interventional
3346,NCT04608188,Interventional
3344,NCT01323114,Interventional
4367,NCT02849301,Interventional
3343,NCT00620763,Interventional
3342,NCT00700804,Interventional
3340,NCT00988169,Interventional
3295,NCT03287765,Interventional
3292,NCT00836303,Interventional
3291,NCT01516801,Interventional
3231,NCT03278990,Interventional
3254,NCT01826448,Interventional
3253,NCT03671746,Interventional
3249,NCT04067804,Interventional
3248,NCT02945787,Interventional
3247,NCT01943682,Interventional
3246,NCT03602391,Interventional
3243,NCT01166386,Interventional
3240,NCT01099384,Interventional
3238,NCT01852656,Interventional
3235,NCT00906984,Interventional
3232,NCT04502212,Interventional
3230,NCT04140084,Interventional
3256,NCT01131312,Interventional
3229,NCT00395304,Interventional
3228,NCT03670914,Interventional
3227,NCT00578877,Interventional
3226,NCT01233050,Interventional
3224,NCT04199702,Interventional
3223,NCT01440803,Interventional
3222,NCT01775865,Interventional
3221,NCT03044821,Interventional
3218,NCT02578147,Interventional
3216,NCT03654365,Interventional
3215,NCT02261974,Interventional
3255,NCT04103593,Interventional
3257,NCT03206736,Interventional
3285,NCT00375960,Interventional
3272,NCT00469079,Interventional
3284,NCT01310179,Interventional
3283,NCT01751620,Interventional
3282,NCT01253811,Interventional
3281,NCT00411762,Interventional
3279,NCT01661764,Interventional
3278,NCT03411863,Interventional
3277,NCT02263326,Interventional
3276,NCT02118012,Interventional
3275,NCT01390233,Interventional
3274,NCT00079820,Interventional
3273,NCT03233724,Interventional
3271,NCT00796705,Interventional
3258,NCT04442152,Interventional
3270,NCT01492257,Interventional
3269,NCT01347164,Interventional
3268,NCT00837161,Interventional
3267,NCT00911820,Interventional
3266,NCT04063813,Interventional
3265,NCT04273191,Interventional
3264,NCT00883350,Interventional
3262,NCT03077945,Interventional
3261,NCT01864460,Interventional
3260,NCT00323570,Interventional
3259,NCT02694627,Interventional
3372,NCT00459446,Interventional
3374,NCT03634306,Interventional
3375,NCT00464971,Interventional
3470,NCT00572039,Interventional
3482,NCT01636999,Interventional
3481,NCT02341950,Interventional
3480,NCT00506597,Interventional
3479,NCT00308958,Interventional
3478,NCT00013910,Interventional
3477,NCT04345562,Interventional
3476,NCT01831765,Interventional
3475,NCT02078934,Interventional
3474,NCT00050856,Interventional
3473,NCT01766102,Interventional
3471,NCT02985801,Interventional
3469,NCT00324155,Interventional
3486,NCT01215721,Interventional
3468,NCT00366587,Interventional
3466,NCT01997723,Interventional
3465,NCT00542581,Interventional
3463,NCT00493051,Interventional
3462,NCT00581061,Interventional
3461,NCT01586767,Interventional
3460,NCT00465192,Interventional
3459,NCT03161470,Interventional
3458,NCT00566995,Interventional
3457,NCT03282669,Interventional
3456,NCT00307398,Interventional
3485,NCT02880540,Interventional
3487,NCT01482962,Interventional
3453,NCT01045447,Interventional
3502,NCT01276782,Interventional
3518,NCT03219359,Interventional
3517,NCT00982228,Interventional
3516,NCT00396253,Interventional
3515,NCT01491607,Interventional
3513,NCT03560271,Interventional
3511,NCT01082237,Interventional
3510,NCT01425099,Interventional
3509,NCT00380380,Interventional
3508,NCT00119574,Interventional
3505,NCT02021149,Interventional
3504,NCT02989701,Interventional
3501,NCT01230021,Interventional
3488,NCT03201159,Interventional
3500,NCT04434352,Interventional
3498,NCT03686618,Interventional
3497,NCT01502592,Interventional
3496,NCT01982825,Interventional
3495,NCT02122445,Interventional
3494,NCT00581269,Interventional
3493,NCT03231592,Interventional
3492,NCT01509690,Interventional
3491,NCT00256789,Interventional
3490,NCT01648140,Interventional
3489,NCT00184054,Interventional
3454,NCT00137696,Interventional
3452,NCT03180242,Interventional
3378,NCT01998802,Interventional
3394,NCT04413708,Interventional
3408,NCT03465072,Interventional
3406,NCT01923389,Interventional
3405,NCT03022929,Interventional
3404,NCT01152580,Interventional
3403,NCT00678132,Interventional
3401,NCT00646451,Interventional
3400,NCT01817660,Interventional
3399,NCT01740596,Interventional
3398,NCT03974061,Interventional
3397,NCT00300534,Interventional
3396,NCT01597596,Interventional
3393,NCT02116712,Interventional
3410,NCT02861898,Interventional
3391,NCT04070573,Interventional
3390,NCT02774317,Interventional
3388,NCT04461405,Interventional
3387,NCT03267914,Interventional
3386,NCT01392573,Interventional
3385,NCT02405039,Interventional
3384,NCT00672009,Interventional
3383,NCT04381481,Interventional
3382,NCT01901276,Interventional
3381,NCT01966224,Interventional
3380,NCT00592046,Interventional
3409,NCT02465463,Interventional
3411,NCT03187080,Interventional
3451,NCT01780129,Interventional
3434,NCT04526158,Interventional
3450,NCT00675584,Interventional
3449,NCT03891381,Interventional
3448,NCT00238472,Interventional
3447,NCT03217201,Interventional
3445,NCT01764685,Interventional
3441,NCT03184792,Interventional
3440,NCT00758615,Interventional
3439,NCT01128764,Interventional
3438,NCT03177941,Interventional
3437,NCT03723655,Interventional
3435,NCT04377204,Interventional
3428,NCT01852955,Interventional
3412,NCT04408352,Interventional
3426,NCT00917501,Interventional
3425,NCT03329001,Interventional
3424,NCT03338257,Interventional
3422,NCT02607124,Interventional
3421,NCT02433769,Interventional
3419,NCT03060291,Interventional
3418,NCT02180139,Interventional
3416,NCT00187018,Interventional
3415,NCT01440634,Interventional
3414,NCT00485251,Interventional
3413,NCT04133376,Interventional
3816,NCT00106431,Interventional
9999,NCT03766373,Interventional
3820,NCT00481143,Interventional
4163,NCT01166919,Interventional
4178,NCT04536298,Interventional
4177,NCT03352115,Interventional
4175,NCT02655354,Interventional
4172,NCT02564042,Interventional
4171,NCT00081640,Interventional
4170,NCT00822367,Interventional
4169,NCT03180723,Interventional
4168,NCT01336764,Interventional
4167,NCT00134979,Interventional
4166,NCT03401385,Interventional
4164,NCT03499860,Interventional
4162,NCT00979238,Interventional
4180,NCT03008837,Interventional
4160,NCT00100581,Interventional
4159,NCT00703846,Interventional
4158,NCT02842853,Interventional
4157,NCT00005007,Interventional
4156,NCT01694849,Interventional
4155,NCT02299726,Interventional
4154,NCT00857376,Interventional
4153,NCT00974259,Interventional
4152,NCT00407147,Interventional
4151,NCT02664610,Interventional
4150,NCT00000861,Interventional
4179,NCT00959764,Interventional
4181,NCT04200443,Interventional
4080,NCT03077438,Interventional
4199,NCT02137512,Interventional
4215,NCT02135276,Interventional
4214,NCT02316353,Interventional
4212,NCT03004157,Interventional
4211,NCT02322333,Interventional
4210,NCT01701349,Interventional
4208,NCT02976831,Interventional
4207,NCT04295538,Interventional
4205,NCT04006119,Interventional
4204,NCT03945981,Interventional
4201,NCT03726320,Interventional
4200,NCT00768248,Interventional
4198,NCT00088504,Interventional
4183,NCT00680069,Interventional
4196,NCT00970853,Interventional
4195,NCT03604705,Interventional
4194,NCT00200057,Interventional
4193,NCT01967394,Interventional
4192,NCT03093662,Interventional
4190,NCT02564055,Interventional
4189,NCT00101790,Interventional
4187,NCT01795547,Interventional
4186,NCT04357730,Interventional
4185,NCT02197689,Interventional
4184,NCT02004691,Interventional
4149,NCT04477304,Interventional
4148,NCT03055858,Interventional
4147,NCT02923193,Interventional
4098,NCT02887183,Interventional
4111,NCT01181323,Interventional
4110,NCT04009291,Interventional
4108,NCT00691587,Interventional
4107,NCT02804750,Interventional
4106,NCT00117689,Interventional
4105,NCT01537367,Interventional
4104,NCT03289676,Interventional
4102,NCT03892889,Interventional
4101,NCT03870334,Interventional
4100,NCT02616640,Interventional
4099,NCT02512926,Interventional
4097,NCT01889797,Interventional
4146,NCT04000971,Interventional
4096,NCT00000720,Interventional
4094,NCT03422276,Interventional
4092,NCT02807454,Interventional
4091,NCT02669420,Interventional
4090,NCT00000411,Interventional
4089,NCT02199691,Interventional
4088,NCT03702920,Interventional
4087,NCT00472303,Interventional
4085,NCT00945906,Interventional
4084,NCT00000641,Interventional
4083,NCT04266834,Interventional
4112,NCT03606655,Interventional
4113,NCT04368988,Interventional
4114,NCT02840877,Interventional
4115,NCT00302861,Interventional
4145,NCT00135798,Interventional
4144,NCT01110200,Interventional
4143,NCT02893150,Interventional
4142,NCT00075283,Interventional
4141,NCT00164658,Interventional
4139,NCT00364026,Interventional
4138,NCT04514653,Interventional
4135,NCT04120194,Interventional
4134,NCT02961751,Interventional
4133,NCT04554966,Interventional
4130,NCT03777020,Interventional
4129,NCT00385697,Interventional
4128,NCT03481894,Interventional
4125,NCT04139928,Interventional
4124,NCT01523977,Interventional
4123,NCT04171466,Interventional
4122,NCT00856856,Interventional
4121,NCT01816516,Interventional
4120,NCT03209895,Interventional
4119,NCT03314129,Interventional
4118,NCT00235300,Interventional
4117,NCT01271023,Interventional
4116,NCT02236598,Interventional
4217,NCT04258722,Interventional
4218,NCT04315311,Interventional
4219,NCT02572323,Interventional
4314,NCT03355794,Interventional
4299,NCT04137757,Interventional
4300,NCT03395119,Interventional
4302,NCT01264627,Interventional
4303,NCT00114699,Interventional
4265,NCT02685826,Interventional
4304,NCT03945162,Interventional
4306,NCT02881684,Interventional
4308,NCT04597437,Interventional
4309,NCT01897896,Interventional
4311,NCT01625442,Interventional
4313,NCT04609514,Interventional
4315,NCT01170676,Interventional
4331,NCT03315442,Interventional
4316,NCT03674775,Interventional
4317,NCT04112173,Interventional
4319,NCT04274907,Interventional
4320,NCT01228916,Interventional
4321,NCT01138254,Interventional
4322,NCT01285960,Interventional
4323,NCT02317250,Interventional
4324,NCT00044525,Interventional
4325,NCT00728455,Interventional
4327,NCT03653195,Interventional
4328,NCT03172741,Interventional
4298,NCT00098748,Interventional
4297,NCT00006286,Interventional
4295,NCT01922856,Interventional
4294,NCT02109198,Interventional
3821,NCT00796419,Interventional
4266,NCT02206425,Interventional
4268,NCT03968848,Interventional
4269,NCT03337139,Interventional
4270,NCT02188368,Interventional
4271,NCT00680979,Interventional
4272,NCT03571750,Interventional
4273,NCT02889809,Interventional
4274,NCT00358917,Interventional
4275,NCT02703506,Interventional
4277,NCT00999986,Interventional
4278,NCT03175640,Interventional
4279,NCT03753373,Interventional
4280,NCT00422448,Interventional
4282,NCT02037282,Interventional
4284,NCT01092572,Interventional
4286,NCT01076816,Interventional
4287,NCT01744548,Interventional
4288,NCT01044095,Interventional
4289,NCT03165591,Interventional
4291,NCT03278808,Interventional
4292,NCT02421367,Interventional
4293,NCT02125591,Interventional
4329,NCT00683085,Interventional
4332,NCT01587703,Interventional
4221,NCT01190267,Interventional
4242,NCT00000173,Interventional
4259,NCT04484090,Interventional
4257,NCT01578967,Interventional
4255,NCT00032344,Interventional
4254,NCT01190254,Interventional
4253,NCT00576693,Interventional
4252,NCT00321971,Interventional
4250,NCT01617161,Interventional
4249,NCT02752035,Interventional
4247,NCT00124514,Interventional
4245,NCT01300325,Interventional
4243,NCT00308061,Interventional
4241,NCT01717287,Interventional
4333,NCT04375293,Interventional
4240,NCT00120471,Interventional
4239,NCT00089947,Interventional
4238,NCT03713320,Interventional
4236,NCT00332709,Interventional
4235,NCT04526418,Interventional
4234,NCT03521817,Interventional
4233,NCT02068937,Interventional
4232,NCT01796106,Interventional
4231,NCT03172962,Interventional
4229,NCT02716909,Interventional
4225,NCT03474029,Interventional
4260,NCT02708264,Interventional
4261,NCT02103335,Interventional
4262,NCT04213508,Interventional
4263,NCT01401842,Interventional
4337,NCT02578641,Interventional
4338,NCT04333576,Interventional
4339,NCT00797940,Interventional
4340,NCT04557761,Interventional
4341,NCT03163589,Interventional
4342,NCT00136019,Interventional
4343,NCT03309163,Interventional
4344,NCT02661542,Interventional
4345,NCT02193958,Interventional
4347,NCT03502278,Interventional
4348,NCT02192684,Interventional
4349,NCT02915471,Interventional
4351,NCT03159234,Interventional
4355,NCT03030885,Interventional
4357,NCT04344873,Interventional
4358,NCT00534378,Interventional
4359,NCT00697151,Interventional
4360,NCT00005567,Interventional
4361,NCT00522041,Interventional
4362,NCT00192634,Interventional
4363,NCT02479555,Interventional
4364,NCT02948738,Interventional
4365,NCT04418856,Interventional
4082,NCT00071266,Interventional
4312,NCT03430973,Interventional
4079,NCT00837434,Interventional
3846,NCT00078598,Interventional
3940,NCT02932878,Interventional
3939,NCT00157755,Interventional
3845,NCT01261767,Interventional
3937,NCT03242070,Interventional
3936,NCT00039962,Interventional
3935,NCT00481715,Interventional
3934,NCT00609323,Interventional
3933,NCT00000980,Interventional
3932,NCT00250575,Interventional
3931,NCT00507936,Interventional
3930,NCT01625468,Interventional
3929,NCT00418938,Interventional
3928,NCT00617851,Interventional
3927,NCT03354663,Interventional
3926,NCT00453362,Interventional
3925,NCT04387305,Interventional
3924,NCT04431622,Interventional
3923,NCT00107666,Interventional
3922,NCT00926796,Interventional
3921,NCT01589692,Interventional
3920,NCT00389779,Interventional
3919,NCT03343795,Interventional
3918,NCT00040027,Interventional
3941,NCT03060538,Interventional
3942,NCT00593983,Interventional
3943,NCT04577599,Interventional
3843,NCT03500159,Interventional
3966,NCT03344458,Interventional
3841,NCT04436198,Interventional
3842,NCT02207517,Interventional
3965,NCT03254199,Interventional
3964,NCT00866788,Interventional
3963,NCT03495284,Interventional
3962,NCT03464188,Interventional
3961,NCT03260920,Interventional
3959,NCT00005014,Interventional
3958,NCT02059564,Interventional
3956,NCT00982644,Interventional
3844,NCT00324571,Interventional
3955,NCT02720510,Interventional
3954,NCT00007631,Interventional
3953,NCT02403466,Interventional
3952,NCT00102466,Interventional
3951,NCT03278626,Interventional
3950,NCT03596151,Interventional
3949,NCT04243343,Interventional
3948,NCT01058421,Interventional
3946,NCT03259373,Interventional
3945,NCT00121979,Interventional
3917,NCT03684070,Interventional
3916,NCT00122187,Interventional
3968,NCT04023604,Interventional
3847,NCT00000172,Interventional
3884,NCT00491738,Interventional
3882,NCT02820519,Interventional
3881,NCT01565863,Interventional
3879,NCT00312364,Interventional
3877,NCT02173379,Interventional
